RID,Education_Level,Institution_Type,Attack_Date,Sex,Age,Device,IT_Student,Location,Internet_Type,Network_Type,Attack_Found,Url,label
172.217.3.99-10.42.0.151-443-39445-6,College,Public,11/25/2021,Male,18,Mobile,No,Town,Wifi,4G,1,docs.google.com/spreadsheet/viewform?formkey=dG9xR28xLUp1R2JPbmpRYjFGc2lmanc6MQ,1
173.222.142.156-10.42.0.211-80-36972-6,School,Public,03-05-21,Female,11,Mobile,No,Town,Wifi,4G,0,https://www.wsj.com/articles/chinese-hackers-target-universities-in-pursuit-of-maritime-military-secrets-11551781800,0
182.22.31.252-10.42.0.211-443-54160-6,University,Private,10-04-21,Male,23,Computer,Yes,Town,Wifi,4G,1,https://www.bloomberg.com/news/articles/2019-10-04/microsoft-says-iran-tried-to-hack-a-u-s-presidential-campaign,1
10.42.0.1-10.42.0.42-53-5589-17,University,Private,11/13/2021,Female,23,Mobile,Yes,Town,Wifi,3G,0,https://www.reuters.com/article/us-usa-trade-china-cyber-exclusive/exclusive-u-s-manufacturing-group-hacked-by-china-as-trade-talks-intensified-sources-idUSKBN1XN1AY?il=0,0
172.217.10.226-10.42.0.211-443-40200-6,University,Public,11/13/2021,Male,23,Mobile,Yes,Rural,Mobile Data,3G,1,https://blog.trendmicro.com/trendlabs-security-intelligence/more-than-a-dozen-obfuscated-apt33-botnets-used-for-extreme-narrow-targeting/,1
8.41.222.241-10.42.0.211-443-40412-6,University,Private,10-03-21,Male,23,Mobile,Yes,Rural,Mobile Data,3G,0,https://unit42.paloaltonetworks.com/pkplug_chinese_cyber_espionage_group_attacking_asia/,0
209.10.120.26-10.42.0.211-80-36254-6,College,Public,08-07-21,Male,18,Mobile,No,Town,Mobile Data,4G,1,https://www.wsj.com/articles/high-level-cyber-intrusions-hit-bahrain-amid-tensions-with-iran-11565202488,1
10.42.0.151-95.213.11.181-57463-80-6,University,Private,11/25/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,extraordinarybirds.com/vb/Trulia/index.htm,0
10.42.0.211-14.17.42.57-43291-80-6,University,Public,03-06-21,Male,23,Computer,Yes,Town,Wifi,4G,0,https://www.securityweek.com/massive-singapore-healthcare-breach-linked-whitefly-cyberspy-group,0
10.42.0.151-52.84.136.83-53163-443-6,School,Private,11-07-21,Female,18,Mobile,No,Town,Mobile Data,3G,0,https://www.ft.com/content/ac6a8782-ffad-11e9-b7bc-f3fa4e77dd47,0
172.217.10.142-10.42.0.211-443-59473-6,University,Private,11/29/2021,Female,23,Mobile,No,Town,Mobile Data,4G,0,https://blog.trendmicro.com/trendlabs-security-intelligence/operation-endtrade-finding-multi-stage-backdoors-that-tick/,0
172.217.10.225-10.42.0.151-443-58325-6,School,Private,10-04-21,Female,9,Mobile,No,Town,Mobile Data,4G,0,https://blogs.microsoft.com/on-the-issues/2019/10/04/recent-cyberattacks-require-us-all-to-be-vigilant/,0
10.42.0.211-23.23.129.231-45964-443-6,School,Private,6/13/2021,Female,11,Mobile,No,Town,Mobile Data,4G,1,https://www.bloomberg.com/news/articles/2019-08-31/hong-kong-cyber-attack-briefly-disrupts-key-protester-forum,1
182.22.24.124-10.42.0.211-443-55195-6,School,Private,11/25/2021,Female,11,Mobile,No,Town,Mobile Data,3G,1,https://www.anomali.com/files/white-papers/Anomali_Threat_Research-Gamaredon_TTPs_Target_Ukraine-WP.pdf,1
10.42.0.211-10.42.0.1-59045-53-17,University,Private,03-12-21,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.bloomberg.com/news/articles/2019-03-12/indonesia-says-poll-under-attack-from-chinese-russian-hackers,0
172.217.6.227-10.42.0.151-443-58711-6,School,Private,9/26/2021,Female,11,Mobile,Yes,Town,Mobile Data,3G,0,https://www.france24.com/en/20190926-airbus-hit-by-series-of-cyber-attacks-on-suppliers,0
10.42.0.211-119.146.74.33-57570-443-6,College,Private,10-03-21,Female,18,Mobile,No,Rural,Mobile Data,3G,0,https://www.nytimes.com/2019/10/03/world/middleeast/egypt-cyber-attack-phones.html,0
10.42.0.211-31.13.71.1-43953-443-6,University,Public,8/15/2021,Male,23,Mobile,No,Rural,Mobile Data,3G,1,https://www.reuters.com/article/us-australia-china-cyber-exclusive/exclusive-australia-concluded-china-was-behind-hack-on-parliament-political-parties-sources-idUSKBN1W00VF,1
172.217.9.227-10.42.0.211-80-53475-6,University,Private,11/20/2021,Male,23,Computer,No,Town,Wifi,4G,1,https://blog.trendmicro.com/trendlabs-security-intelligence/mac-backdoor-linked-to-lazarus-targets-korean-users/,1
10.42.0.211-10.42.0.1-3958-53-17,University,Private,10-10-21,Male,23,Computer,Yes,Town,Wifi,3G,1,https://www.welivesecurity.com/2019/10/10/eset-discovers-attor-spy-platform/,1
10.42.0.211-77.234.44.79-47870-443-6,School,Private,09-03-21,Male,11,Mobile,No,Town,Wifi,4G,1,https://www.cyberscoop.com/china-uyghur-hacking-china-android-iphone/,1
203.205.158.61-10.42.0.42-80-53995-6,University,Private,12-06-21,Female,23,Mobile,No,Town,Wifi,4G,1,https://www.zdnet.com/article/bmw-and-hyundai-hacked-by-vietnamese-hackers-report-claims/,1
10.42.0.211-54.243.161.28-60725-443-6,University,Public,05-06-21,Female,23,Mobile,No,Rural,Mobile Data,2G,0,https://www.symantec.com/blogs/threat-intelligence/buckeye-windows-zero-day-exploit,0
10.42.0.151-31.13.71.37-46802-443-6,School,Private,10/14/2021,Female,9,Mobile,No,Town,Mobile Data,4G,1,https://www.crowdstrike.com/blog/huge-fan-of-your-work-part-1/,1
10.42.0.211-10.42.0.1-39454-53-17,College,Public,10/31/2021,Male,18,Mobile,No,Rural,Wifi,4G,0,https://arstechnica.com/information-technology/2019/10/kaspersky-finds-uzbekistan-hacking-opbecause-they-used-kaspersky-av/,0
192.229.173.173-10.42.0.42-80-41637-6,School,Private,10-12-21,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://citizenlab.ca/2018/10/the-kingdom-came-to-canada-how-saudi-linked-digital-espionage-reached-canadian-soil/,0
10.42.0.1-10.42.0.42-53-54310-17,School,Private,2/26/2021,Male,10,Mobile,No,Town,Wifi,4G,0,portalfidelidade.net/linhasaereas/areadocliente/autenticado/siteseguro/cadastre-se/gratis/promocoes/novas/t.a.m/boasorte.asp/,0
8.8.8.8-10.42.0.211-53-17618-17,University,Private,09-05-21,Male,23,Computer,Yes,Town,Wifi,4G,1,mindfulsolutionsinc.com/red/lov.html.draft,1
172.217.10.68-10.42.0.151-443-43434-6,University,Public,12-12-21,Male,23,Computer,Yes,Town,Mobile Data,3G,0,https://www.microsoft.com/security/blog/2019/12/12/gallium-targeting-global-telecom/,0
10.42.0.211-36.51.254.232-40875-443-6,School,Private,4/15/2021,Male,9,Mobile,No,Town,Mobile Data,4G,1,https://www.amnesty.org/en/latest/news/2019/04/state-sponsored-cyber-attack-hong-kong/,1
172.217.8.4-10.42.0.211-443-46057-6,University,Public,10/16/2021,Male,27,Computer,Yes,Town,Wifi,4G,0,https://www.reuters.com/article/us-usa-iran-military-cyber-exclusive/exclusive-u-s-carried-out-secret-cyber-strike-on-iran-in-wake-of-saudi-oil-attack-officials-say-idUSKBN1WV0EK,0
10.42.0.211-119.146.74.49-38694-443-6,School,Private,11-05-21,Female,9,Mobile,No,Town,Mobile Data,4G,1,https://securelist.com/darkuniverse-the-mysterious-apt-framework-27/94897/,1
10.42.0.211-10.42.0.1-51235-53-17,University,Private,10-10-21,Male,23,Computer,Yes,Town,Mobile Data,3G,0,https://www.amnesty.org/en/latest/research/2019/10/morocco-human-rights-defenders-targeted-with-nso-groups-spyware/,0
10.42.0.151-31.13.71.52-39123-443-6,University,Private,01-09-21,Male,23,Mobile,Yes,Town,Wifi,3G,1,https://www.wired.com/story/iran-dns-hijacking/,1
10.42.0.211-66.231.239.95-46097-443-6,University,Private,12-12-21,Male,23,Mobile,Yes,Rural,Mobile Data,3G,1,https://www.bleepingcomputer.com/news/security/microsoft-warns-of-gallium-threat-group-attacking-global-telcos/,1
10.42.0.1-10.42.0.42-53-43802-17,University,Public,04-02-21,Male,18,Mobile,No,Rural,Mobile Data,4G,0,https://www.mirror.co.uk/news/uk-news/major-cyber-attack-uk-infrastructure-14226055,0
10.42.0.211-10.42.0.1-38836-53-17,School,Public,8/20/2021,Male,10,Mobile,No,Rural,Mobile Data,3G,1,https://www.cyberscoop.com/russia-zebrocy-eset/,1
10.42.0.211-10.42.0.1-41689-53-17,College,Public,10/17/2021,Female,18,Mobile,No,Rural,Mobile Data,4G,0,https://www.welivesecurity.com/wp-content/uploads/2019/10/ESET_Operation_Ghost_Dukes.pdf,0
10.42.0.211-115.239.210.141-33504-443-6,School,Private,11/29/2021,Female,11,Mobile,No,Town,Mobile Data,4G,0,https://www.reuters.com/article/germany-cyber-russia/germany-detects-new-cyber-attack-by-russian-hacker-group-spiegel-idUSL8N1Y47J5,0
172.217.10.42-10.42.0.151-443-50352-6,College,Public,7/23/2021,Male,23,Mobile,No,Rural,Mobile Data,3G,1,www.mbine.com/es/TLBS/tlbs/esp/segmento/particulares=JSP91/index.html,1
10.42.0.211-52.84.29.134-44447-443-6,University,Public,1/25/2021,Male,27,Mobile,No,Rural,Mobile Data,4G,1,https://www.volkskrant.nl/tech/dutch-agencies-provide-crucial-intel-about-russia-s-interference-in-us-elections~a4561913/,1
206.126.112.141-10.42.0.42-443-40754-6,School,Private,07-12-21,Female,11,Mobile,No,Town,Mobile Data,4G,0,https://www.verfassungsschutz.de/embed/broschuere-2018-07-bfv-cyber-brief-2018-02.pdf,0
173.222.150.38-10.42.0.211-443-46131-6,College,Public,9/21/2021,Male,18,Mobile,Yes,Town,Mobile Data,4G,1,http://blogs.360.cn/post/APT_C_01_en.html,1
183.79.249.252-10.42.0.211-443-37105-6,University,Private,3/13/2021,Male,23,Computer,Yes,Town,Wifi,3G,0,https://researchcenter.paloaltonetworks.com/2018/03/unit42-henbox-chickens-come-home-roost/,0
184.50.111.246-10.42.0.151-443-53508-6,University,Public,10-04-21,Female,27,Mobile,No,Town,Wifi,4G,1,https://www.justice.gov/opa/pr/us-charges-russian-gru-officers-international-hacking-and-related-influence-and,1
202.77.129.146-10.42.0.151-80-49656-6,College,Private,5/15/2021,Female,18,Mobile,No,Town,Wifi,4G,0,https://blog.lookout.com/stealth-mango,0
203.205.158.44-10.42.0.151-80-39840-6,University,Private,7/26/2021,Male,23,Computer,Yes,Town,Wifi,4G,1,https://www.thedailybeast.com/russian-hackers-new-target-a-vulnerable-democratic-senator,1
172.217.10.234-10.42.0.151-443-32815-6,School,Public,11/30/2021,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://www.nytimes.com/2018/12/11/us/politics/trump-china-trade.html,0
10.42.0.151-52.70.125.189-40737-443-6,University,Private,02-12-21,Male,23,Computer,Yes,Town,Wifi,4G,0,http://blog.talosintelligence.com/2018/02/olympic-destroyer.html,0
10.42.0.151-52.84.29.137-39492-443-6,School,Private,6/19/2021,Female,11,Mobile,No,Town,Wifi,3G,0,https://www.symantec.com/blogs/threat-intelligence/thrip-hits-satellite-telecoms-defense-targets,0
172.217.10.99-10.42.0.42-443-53814-6,College,Public,8/24/2021,Male,18,Mobile,Yes,Town,Mobile Data,4G,0,https://www.secureworks.com/blog/back-to-school-cobalt-dickens-targets-universities,0
172.217.12.194-10.42.0.211-443-45391-6,University,Private,04-12-21,Female,18,Mobile,Yes,Town,Mobile Data,3G,0,https://www.gchq.gov.uk/sites/default/files/Director%20GCHQ%20speech%20CyberUK%202018.pdf,0
172.217.12.174-10.42.0.151-443-34240-6,School,Private,10-04-21,Female,18,Mobile,No,Town,Mobile Data,3G,1,https://www.justice.gov/opa/pr/us-charges-russian-gru-officers-international-hacking-and-related-influence-and,1
216.58.219.202-10.42.0.42-443-46439-6,School,Public,5/15/2021,Male,11,Computer,No,Town,Wifi,4G,1,https://securingtomorrow.mcafee.com/mcafee-labs/north-korean-defectors-journalists-targeted-using-social-networks-kakaotalk/,1
172.217.10.3-10.42.0.151-443-35927-6,School,Private,08-02-21,Male,9,Mobile,No,Town,Wifi,4G,0,https://www.dragos.com/blog/20180802Raspite.html,0
172.217.12.206-10.42.0.151-443-41811-6,School,Private,12-04-21,Female,9,Mobile,No,Town,Wifi,4G,0,https://www.apnews.com/6eb40bb43cc74c6eb5b9e386ee62aa20,0
8.0.6.4-8.6.0.1-0-0-0,University,Private,2/20/2021,Female,23,Computer,No,Town,Wifi,4G,0,https://www.fireeye.com/blog/threat-research/2018/02/apt37-overlooked-north-korean-actor.html,0
182.22.31.252-10.42.0.211-443-48485-6,College,Private,06-07-21,Female,18,Mobile,No,Town,Wifi,4G,1,https://www.verfassungsschutz.de/embed/broschuere-2018-06-bfv-cyber-brief-2018-01-neu.pdf,1
172.217.3.110-10.42.0.211-443-60421-6,School,Private,10-01-21,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://citizenlab.ca/2018/10/the-kingdom-came-to-canada-how-saudi-linked-digital-espionage-reached-canadian-soil/,1
10.42.0.211-10.42.0.1-31065-53-17,School,Private,6/13/2021,Female,11,Mobile,Yes,Town,Mobile Data,3G,1,https://www.cyberscoop.com/apt27-mongolia-kaspersky/,1
172.217.12.206-10.42.0.42-443-35767-6,University,Public,4/16/2021,Female,23,Mobile,No,Town,Mobile Data,4G,1,https://www.us-cert.gov/ncas/alerts/TA18-106A,1
140.205.32.3-10.42.0.211-443-55083-6,School,Private,08-02-21,Male,11,Mobile,No,Town,Mobile Data,4G,1,https://researchcenter.paloaltonetworks.com/2018/08/unit42-gorgon-group-slithering-nation-state-cybercrime/,1
203.205.147.229-10.42.0.211-80-52309-6,University,Private,12-07-21,Male,23,Tab,No,Town,Wifi,4G,0,https://www.wsj.com/articles/iran-blamed-for-cyberattack-on-australias-parliament-11550736796,0
10.42.0.151-91.190.216.54-54248-12350-6,School,Private,2/28/2021,Male,11,Mobile,No,Town,Wifi,4G,1,http://www.dw.com/en/germany-admits-hackers-infiltrated-federal-ministries-russian-group-suspected/a-42775517,1
10.42.0.211-104.244.43.35-41821-443-6,University,Private,6/26/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.recordedfuture.com/redalpha-cyber-campaigns/,0
172.217.12.174-10.42.0.42-443-44753-6,University,Private,7/19/2021,Male,23,Mobile,Yes,Town,Mobile Data,3G,0,https://www.youtube.com/watch?v=NlCJokZcwJA,0
10.42.0.211-23.77.88.53-43881-443-6,School,Public,06-05-21,Male,18,Mobile,No,Rural,Mobile Data,3G,0,https://www.wsj.com/articles/south-korea-fends-off-chinese-russian-cyberattacks-u-s-researcher-says-1528194642,0
172.217.10.42-10.42.0.211-443-45534-6,College,Public,3/28/2021,Female,18,Mobile,No,Rural,Mobile Data,4G,1,https://www.justice.gov/opa/pr/nine-iranians-charged-conducting-massive-cyber-theft-campaign-behalf-islamic-revolutionary,1
10.42.0.1-10.42.0.42-53-56346-17,University,Private,6/26/2021,Male,23,Mobile,Yes,Town,Wifi,3G,0,https://researchcenter.paloaltonetworks.com/2018/06/unit42-rancor-targeted-attacks-south-east-asia-using-plaintee-ddkong-malware-families/,0
10.42.0.211-64.71.142.124-55658-443-6,College,Public,08-01-21,Male,18,Mobile,No,Town,Mobile Data,4G,1,https://www.amnesty.org/en/latest/research/2018/08/amnesty-international-among-targets-of-nso-powered-campaign/,1
10.42.0.42-23.208.168.108-43192-443-6,School,Private,7/20/2021,Male,11,Mobile,Yes,Town,Mobile Data,4G,0,https://www.reuters.com/article/us-singapore-cyberattack/singapore-disconnects-healthcare-computers-from-the-internet-after-cyber-attack-idUSKBN1KE15X,0
10.42.0.211-10.42.0.1-43279-53-17,School,Private,06-05-21,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://www.wsj.com/articles/south-korea-fends-off-chinese-russian-cyberattacks-u-s-researcher-says-1528194642,1
10.42.0.211-74.6.105.13-46443-443-6,School,Public,8/16/2021,Female,11,Mobile,No,Town,Wifi,3G,0,https://www.recordedfuture.com/chinese-cyberespionage-operations/,0
172.217.11.38-10.42.0.211-443-56508-6,School,Public,12-12-21,Male,10,Mobile,No,Town,Mobile Data,4G,1,https://www.fireeye.com/blog/threat-research/2019/01/apt39-iranian-cyber-espionage-group-focused-on-personal-information.html,1
203.205.158.62-10.42.0.151-80-37705-6,School,Private,2/28/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://researchcenter.paloaltonetworks.com/2018/02/unit42-sofacy-attacks-multiple-government-entities/,1
172.217.6.206-10.42.0.151-443-45553-6,School,Private,04-12-21,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://securelist.com/operation-parliament-who-is-doing-what/85237/,0
10.42.0.211-47.88.66.107-52538-443-6,University,Private,4/24/2021,Male,23,Mobile,Yes,Town,Wifi,4G,1,https://securingtomorrow.mcafee.com/mcafee-labs/analyzing-operation-ghostsecret-attack-seeks-to-steal-data-worldwide/,1
192.229.163.180-10.42.0.151-443-46526-6,School,Private,10/30/2021,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://www.justice.gov/opa/pr/chinese-intelligence-officers-and-their-recruited-hackers-and-insiders-conspired-steal,0
10.42.0.211-66.198.24.240-48285-80-6,School,Public,3/16/2021,Male,11,Mobile,No,Town,Wifi,4G,0,https://www.sueddeutsche.de/digital/exklusiv-so-schleusten-die-hacker-daten-aus-dem-auswaertigen-amt-1.3894534,0
209.10.120.26-10.42.0.211-80-34454-6,University,Private,12/14/2021,Male,27,Computer,Yes,Town,Wifi,4G,1,https://www.wsj.com/articles/u-s-navy-is-struggling-to-fend-off-chinese-hackers-officials-say-11544783401,1
172.217.11.33-10.42.0.42-443-52649-6,School,Private,3/15/2021,Male,11,Mobile,No,Town,Mobile Data,3G,1,https://researchcenter.paloaltonetworks.com/2018/03/unit42-sofacy-uses-dealerschoice-target-european-government-agency/,1
172.217.3.110-10.42.0.211-443-33171-6,University,Public,3/14/2021,Female,27,Mobile,No,Town,Wifi,4G,0,https://www.symantec.com/blogs/threat-intelligence/inception-framework-hiding-behind-proxies,0
172.217.10.131-10.42.0.42-443-55775-6,University,Private,4/22/2021,Female,23,Mobile,Yes,Town,Wifi,3G,1,https://www.bloomberg.com/news/articles/2018-04-22/china-cyberspies-targeted-japanese-firms-for-north-korea-secrets,1
172.217.12.142-10.42.0.42-80-49005-6,School,Public,01-01-21,Female,11,Mobile,No,Rural,Mobile Data,2G,0,https://www.fireeye.com/content/dam/collateral/en/mtrends-2018.pdf,0
172.217.12.206-10.42.0.151-443-43494-6,School,Public,05-03-21,Female,18,Mobile,No,Rural,Mobile Data,4G,1,https://401trg.com/burning-umbrella/,1
222.73.28.96-10.42.0.151-80-55805-6,College,Public,5/17/2021,Female,18,Mobile,No,Rural,Mobile Data,3G,0,https://dragos.com/blog/20180517Chrysene.html,0
10.42.0.151-10.42.0.1-9594-53-17,College,Private,10-03-21,Female,18,Computer,No,Town,Wifi,4G,1,https://www.forbes.com/sites/leemathews/2019/03/11/north-korean-hackers-have-raked-in-670-million-via-cyberattacks/#4b11848c7018,1
10.42.0.151-10.42.0.1-64887-53-17,College,Public,12/20/2021,Female,23,Mobile,Yes,Town,Mobile Data,4G,0,https://www.justice.gov/opa/pr/two-chinese-hackers-associated-ministry-state-security-charged-global-computer-intrusion,0
10.42.0.211-69.147.82.60-39054-443-6,School,Public,01-12-21,Male,18,Mobile,No,Town,Mobile Data,4G,0,https://blog.trendmicro.com/trendlabs-security-intelligence/update-pawn-storm-new-targets-politically-motivated-campaigns/,0
10.42.0.151-76.13.28.196-53343-443-6,School,Private,06-08-21,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://www.washingtonpost.com/world/national-security/china-hacked-a-navy-contractor-and-secured-a-trove-of-highly-sensitive-data-on-submarine-warfare/2018/06/08/6cc396fa-68e6-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.112cfe0a147a,0
172.217.10.106-10.42.0.151-443-45984-6,School,Private,09-06-21,Female,18,Mobile,No,Town,Mobile Data,3G,0,https://www.justice.gov/opa/pr/north-korean-regime-backed-programmer-charged-conspiracy-conduct-multiple-cyber-attacks-and,0
182.254.5.234-10.42.0.151-80-34165-6,University,Private,12/18/2021,Male,23,Mobile,Yes,Town,Wifi,3G,0,https://www.nytimes.com/2018/12/18/us/politics/european-diplomats-cables-hacked.html,0
10.42.0.151-10.42.0.1-23829-53-17,School,Public,02-12-21,Male,11,Mobile,No,Rural,Mobile Data,3G,1,https://securingtomorrow.mcafee.com/mcafee-labs/lazarus-resurfaces-targets-global-banks-bitcoin-users/,1
192.229.173.173-10.42.0.211-80-44480-6,University,Private,07-10-21,Male,23,Computer,Yes,Town,Wifi,3G,1,https://www.fireeye.com/blog/threat-research/2018/07/chinese-espionage-group-targets-cambodia-ahead-of-elections.html,1
10.42.0.151-10.42.0.1-35001-53-17,School,Private,10-04-21,Male,11,Mobile,No,Town,Mobile Data,4G,0,https://english.defensie.nl/latest/news/2018/10/04/netherlands-defence-intelligence-and-security-service-disrupts-russian-cyber-operation-targeting-opcw,0
10.42.0.211-23.66.169.49-41289-80-6,School,Private,5/31/2021,Female,11,Mobile,No,Town,Mobile Data,3G,0,https://dragos.com/blog/20180531Covellite.html,0
217.69.136.176-10.42.0.151-443-33474-6,School,Private,11-02-21,Male,11,Mobile,No,Town,Mobile Data,3G,0,https://www.reuters.com/article/us-australia-iran-cybercrime/australias-cyber-security-chief-says-austal-defense-hack-investigation-may-take-years-idUSKCN1NI03X,0
10.42.0.211-10.42.0.1-14087-53-17,University,Private,3/15/2021,Female,23,Mobile,No,Rural,Wifi,4G,1,https://www.us-cert.gov/ncas/alerts/TA18-074A,1
